,299
0,3.884966959414501
1,3.163113558575781
2,1.5507064245916604
3,4.816772794511525
4,-0.07907398250700443
5,5.088245844975056
6,-1.709157938174494
7,4.82344611033132
8,-3.169210916833598
9,4.053779365019972
10,-4.311233487629174
11,2.8601927709092583
12,-5.018398485147397
13,1.3686811406025867
14,-5.222530298356536
15,-0.2704705030682456
16,-4.905700788787225
17,-1.890013569046535
18,-4.101790705517307
19,-3.3322037002371365
20,-2.8913815077688145
21,-4.456289848373208
22,-1.3935561540179804
23,-5.154322886100811
24,0.24380432109023326
25,-5.360937185104053
26,1.8668494973974559
27,-5.060045206228801
28,3.323029404732947
29,-4.282147470586091
30,4.477507580705362
31,-3.1018338650276833
32,5.225251333162339
33,-1.6298221491283307
34,5.499969051566252
35,-0.0019234051565241818
36,5.279205435841488
37,1.6339189719062788
38,4.585294371414296
39,3.131252218470952
40,3.4801098682780687
41,4.359914830801473
42,2.06395631608305
43,5.21060002018904
44,0.4619876191545626
45,5.611323424530972
46,-1.1865380678836883
47,5.530142291698122
48,-2.743102393799104
49,4.975542609067506
50,-4.0734913725196
51,3.997174512933283
52,-5.067467631294904
53,2.6798136586052586
54,-5.6452446690617
55,1.1322596113434307
56,-5.75987839788684
57,-0.5143216041472628
58,-5.404108169782375
59,-2.1275603243677894
60,-4.609396474307353
61,-3.574109139935519
62,-3.44023359869822
63,-4.740853683543484
64,-1.9934411470673923
65,-5.534156582696038
66,-0.38213359263316926
67,-5.894459347932528
68,1.2669509415203317
69,-5.794451177688505
70,2.8226622527836516
71,-5.244349000641969
72,4.168309073417108
73,-4.2878606897182125
74,5.201495230384567
75,-2.9991761078028594
76,5.844584331422129
77,-1.4770309099249352
78,6.050197234801583
79,0.1601557465884859
80,5.805788567481796
81,1.7925379867262594
82,5.130787688464227
83,3.2992881207658225
84,4.076119649237028
85,4.570066279005166
86,2.719922286273635
87,5.512921364043411
88,1.1613822026008989
89,6.060654208465184
90,-0.4868015524654756
91,6.175228385056567
92,-2.106737235302021
93,5.849972224009484
94,-3.5838211423087505
95,5.109485113341234
96,-4.814769780591352
97,4.007329160357942
98,-5.714649928185289
99,2.6217417156255065
100,-6.222445827817614
101,1.0497347488534488
102,-6.304823769134764
103,-0.599954400069233
104,-5.957893474702803
105,-2.21453504843316
106,-5.206912265625378
107,-3.6849103199022464
108,-4.104021324793258
109,-4.91296884452523
110,-2.7242337524339773
111,-5.81794312221479
112,-1.1568402577239687
113,-6.3420616446914035
114,0.49167318349095096
115,-6.450448039404019
116,2.1132092910504907
117,-6.13793432967188
118,3.602758885075218
119,-5.426762266829193
120,4.867345958159444
121,-4.362191307990922
122,5.8239634261827895
123,-3.0151632855889243
124,6.4133214880782585
125,-1.4727138135919984
126,6.600103362754125
127,0.1668840107741103
128,6.373835278942245
129,1.803735104431145
130,5.749994184653742
131,3.3326600935186725
132,4.769258593587704
133,4.659703366766918
134,3.490876117358256
135,5.706348594970957
136,1.9961800701285097
137,6.407310704101587
138,0.3735816862261521
139,6.722267670929746
140,-1.2754671194318379
141,6.6326057355079255
142,-2.852104940315239
143,6.146001899818006
144,-4.265817223306097
145,5.291553008428913
146,-5.430662042089913
147,4.122529102567316
148,-6.281203285502281
149,2.706239923362915
150,-6.766999005892323
151,1.1289759177051106
152,-6.861923906248635
153,-0.5203525701649242
154,-6.561528382271843
155,-2.1430580327206066
156,-5.883686926357932
157,-3.6494442310645248
158,-4.86716978838798
159,-4.953484333094902
160,-3.5728267250817862
161,-5.979217980511524
162,-2.071948595615374
163,-6.671822366188937
164,-0.4523924640646546
165,-6.992224942562176
166,1.198560485557775
167,-6.924539498604603
168,2.786079268641517
169,-6.474032927408636
170,4.226384283687891
171,-5.665932316419502
172,5.440683437062072
173,-4.544675139811682
174,6.361269065616381
175,-3.1747368369153137
176,6.941417324483823
