,137
0,0.9999999995719474
1,1.8379984580949975
2,2.0593832554352987
3,2.258308830449072
4,2.4406108481696402
5,2.609858654601688
6,2.768484370537203
7,2.91841773954875
8,3.0608149218656235
9,3.196839304950245
10,3.3271348374620966
11,3.4524796229591486
12,3.5733917753213134
13,3.6902597781721465
14,3.8034732162776135
15,3.91342253149795
16,4.020367612634249
17,4.124437588242534
18,4.226024438157714
19,4.325126714829028
20,4.422005704760087
21,4.516791637013448
22,4.609614897053902
23,4.700606003132253
24,4.78989558687293
25,4.877483058140916
26,4.963499210003621
27,5.048074910826514
28,5.131209756884607
29,5.213034722917666
30,5.293680835620523
31,5.373016461887711
32,5.451172687366957
33,5.528280636312081
34,5.604340101662663
35,5.679350891531226
36,5.753444200732898
37,5.826488497738086
38,5.898615007651921
39,5.9699549785785715
40,6.040376907951695
41,6.110012066133729
42,6.178860350639497
43,6.246921665162421
44,6.314327315395061
45,6.380945824593195
46,6.4469085130673935
47,6.512215311383109
48,6.576866153876936
49,6.6408609784047234
50,6.7041997261044415
51,6.767013752210118
52,6.82930300923986
53,6.890936037406996
54,6.952044204891116
55,7.012627470897684
56,7.0726857965136
57,7.13221914465291
58,7.191227479910673
59,7.249842192328285
60,7.307931828527384
61,7.36562778409084
62,7.422798605423808
63,7.479575693153027
64,7.535959023687176
65,7.591817142926537
66,7.647281458316082
67,7.702351949009421
68,7.7570285950649085
69,7.8113113772540546
70,7.865200277085847
71,7.918826714616111
72,7.9720592368190015
73,8.024897827136208
74,8.077473910283823
75,8.12965603197582
76,8.18144417737603
77,8.23296977539728
78,8.28423281467497
79,8.335101839318744
80,8.385708282011898
81,8.435920685762534
82,8.485870486212624
83,8.535557673485155
84,8.584982238344196
85,8.634144171812043
86,8.683043465171677
87,8.731548659275921
88,8.779791195354445
89,8.827771065510507
90,8.875488262086442
91,8.922942777650595
92,8.970266058818353
93,9.017326645935883
94,9.06412453214862
95,9.11065971080413
96,9.156932175448103
97,9.202941919807568
98,9.248820395004989
99,9.294436138932795
100,9.33978914579931
101,9.38501086871036
102,9.429969844434394
103,9.474666067608434
104,9.519230993204891
105,9.563533156888242
106,9.607704014816811
107,9.651612101907427
108,9.695388875469572
109,9.738902869746369
110,9.782285543062208
111,9.82540542903896
112,9.86839398702679
113,9.911119749966828
114,9.953714178237199
115,9.996045804124913
116,10.038246088963662
117,10.080315030057065
118,10.122121158768271
119,10.16379593778227
120,10.205339364590735
121,10.246751436743967
122,10.287900684396163
123,10.328918571945547
124,10.369805097093877
125,10.410560257596114
126,10.4510525825071
127,10.491413537786563
128,10.531643121337517
129,10.571741331094536
130,10.611708165041634
131,10.651543621228734
132,10.691116227112543
133,10.730557450815118
134,10.769867290488705
135,10.809045744328914
136,10.848092810552926
137,10.887008487447906
138,10.92579277327161
139,10.96444566637016
140,11.002967165117283
141,11.041357267871756
142,11.079615973084715
143,11.117743279191888
144,11.155739184680321
145,11.193603688048952
146,11.231336787843176
147,11.268938482618838
148,11.306408770947728
149,11.343747651507583
150,11.380955122878667
151,11.418031183749363
152,11.454975832798032
153,11.49178906876375
154,11.528470890355818
155,11.565152772728442
156,11.601703238714656
157,11.638122287099291
158,11.674409916697982
159,11.710566126334623
160,11.746590914913085
161,11.782484281252248
162,11.818377702131079
163,11.854139698988497
164,11.88977027076631
165,11.925269416405154
166,11.960637134871693
167,11.996004903943474
168,12.031241244196684
169,12.066346154627222
170,12.101319634286298
171,12.13616168220563
172,12.171003777100514
173,12.205714438772143
174,12.240293666241314
175,12.27474145862433
176,12.309189295418344
177,12.343505695706504
178,12.377690658623324
179,12.411875664195344
180,12.44592923103221
181,12.479851358311087
182,12.513642045206415
183,12.547432772436691
184,12.581092057996669
185,12.614619901133835
186,12.648147783023157
187,12.681544221258198
188,12.714809215064319
189,12.7480742461319
190,12.781207831607574
191,12.81420997078232
192,12.847212145781969
193,12.880082873337457
194,12.912822152779752
195,12.945561466676763
196,12.97816933137547
197,13.010777229741457
198,13.043253677839704
199,13.075598675060803
200,13.107943704651126
201,13.140157282354354
202,13.17223940750825
203,13.204321563836189
204,13.236272266668186
205,13.268222999966309
206,13.300042278821598
207,13.331861587465896
208,13.36354944076116
209,13.395105838109286
210,13.42666226415027
211,13.458087233356148
212,13.489512230615041
213,13.520805770190243
214,13.55209933719879
215,13.583261445668558
216,13.614423580964786
217,13.64545425691925
218,13.676353473025383
219,13.70725271495448
220,13.73802049625015
221,13.768788302787254
222,13.799424647946712
223,13.83006101780333
