,286
0,1.000000159067037
1,1.0092162268641838
2,1.014451503905555
3,1.0196616895599881
4,1.0248467957131924
5,1.030006823096594
6,1.0351417691220843
7,1.0402516226555023
8,1.0453364006166304
9,1.0503960973583348
10,1.055430707011345
11,1.0604402415648964
12,1.065424674090587
13,1.0703840410103347
14,1.075318318985785
15,1.0802358723704868
16,1.085128346875128
17,1.0899957298132075
18,1.094846400592438
19,1.0996719807335438
20,1.1044808369677015
21,1.10926461051936
22,1.1140316619650326
23,1.1187736311878527
24,1.1234988777029553
25,1.1281990367493624
26,1.1328824756862304
27,1.1375491863054257
28,1.1421991759378773
29,1.146824087752373
30,1.1514322726318504
31,1.156023735163691
32,1.1605984713220867
33,1.1651481251398226
34,1.1696810588394495
35,1.174197267773059
36,1.1786967468084555
37,1.1831795045732214
38,1.1876455402539101
39,1.1920948538286478
40,1.196527443638756
41,1.2009433065974984
42,1.2053424557303138
43,1.209724872066709
44,1.2140905660237247
45,1.2184395414881088
46,1.222780146315032
47,1.2271040355500606
48,1.2314111966865986
49,1.235701636321657
50,1.239975350079049
51,1.2442407061272234
52,1.2484893423978871
53,1.252721239096979
54,1.2569364167126604
55,1.2611432401870908
56,1.2653333335779042
57,1.2695067093923404
58,1.2736717147675876
59,1.2778199966921202
60,1.2819515631284448
61,1.2860747611361125
62,1.2901812352560382
63,1.2942793431094932
64,1.2983607347235977
65,1.3024337696708015
66,1.3064900695118649
67,1.3105380080258826
68,1.314569222876892
69,1.318592076793745
70,1.3225982062181294
71,1.3265959701856476
72,1.3305770158639414
73,1.3345496890506252
74,1.3385056494893994
75,1.3424532448957383
76,1.346392476675339
77,1.350314971159797
78,1.3542291268542177
79,1.3581349105628613
80,1.362023967777403
81,1.3659046639457337
82,1.3697769974960619
83,1.3736326087599198
84,1.3774798461521245
85,1.3813187460951
86,1.385140895643143
87,1.3889546925690939
88,1.3927601265918375
89,1.3965571993452752
90,1.4003375449405413
91,1.4041095196167492
92,1.4078731527161263
93,1.4116284069974756
94,1.4153753108416465
95,1.4191054827103913
96,1.4228272925573686
97,1.4265407378197457
98,1.4302458226689632
99,1.433942547856804
100,1.4376309134745937
101,1.4413025442021632
102,1.444965815601495
103,1.4486207271601563
104,1.4522672814893627
105,1.455905454225375
106,1.4595352748641037
107,1.463156738246207
108,1.4667698383054322
109,1.4703745729404452
110,1.4739709450253085
111,1.4775589562946494
112,1.4811386064249268
113,1.4847098810713149
114,1.4882728165104806
115,1.4918273738104173
116,1.4953735683537266
117,1.498911403857352
118,1.5024408766447812
119,1.5059619819664842
120,1.509474739312431
121,1.512979112277726
122,1.5164751345986156
123,1.5199627943831795
124,1.5234420903027535
125,1.5269130211181652
126,1.5303755959317713
127,1.5338298093251361
128,1.5372756513844257
129,1.5407131278275963
130,1.5441422470965618
131,1.5475630016048705
132,1.550975396887711
133,1.5543794267038706
134,1.557775097175477
135,1.5611707654946496
136,1.5645580718492738
137,1.5679370122921696
138,1.5713075917973471
139,1.574669811353734
140,1.5780236663855662
141,1.5813691573543733
142,1.5847146518306472
143,1.5880517780119836
144,1.5913805415339064
145,1.5947009481412366
146,1.5980129882919727
147,1.6013166638178802
148,1.6046203422958436
149,1.6079156552882794
150,1.6112026057652602
151,1.6144811949686095
152,1.6177514161425206
153,1.6210216422290034
154,1.6242835143247394
155,1.6275370119787613
156,1.6307821527758668
157,1.6340189263766474
158,1.6372556955178217
159,1.6404841114801982
160,1.643704164392064
161,1.6469158508186645
162,1.6501275385025729
163,1.6533308543405532
164,1.6565258166470096
165,1.659712415015339
166,1.6628990093917202
167,1.6660772348396398
168,1.6692471148937527
169,1.672416985940895
170,1.6755785021934018
171,1.6787316439731699
