,279
0,1.0000000738889478
1,1.0088202914613442
2,1.0138358738363158
3,1.018826921524456
4,1.0237934254536856
5,1.0287353905450087
6,1.0336528160170066
7,1.0385457020466722
8,1.0434140452604472
9,1.0482660353080855
10,1.0530934766224669
11,1.0578963800742134
12,1.0626747452697978
13,1.067436741723921
14,1.07217421115735
15,1.0768953113351103
16,1.0815918718275044
17,1.0862720698993633
18,1.090927735677827
19,1.0955670355857479
20,1.1001817896911752
21,1.1047801873685608
22,1.1093622223989386
23,1.1139197141839785
24,1.1184608528165132
25,1.1229856202219504
26,1.1274940389918335
27,1.1319779081888925
28,1.1364454178470624
29,1.1408965675525566
30,1.1453313471270066
31,1.149749776599991
32,1.1541518454642163
33,1.1585375479641289
34,1.1629068921553012
35,1.1672598671503274
36,1.171596490721782
37,1.1759167486074986
38,1.180220647116373
39,1.184508183070261
40,1.18877934938458
41,1.1930341693263138
42,1.1972726164732652
43,1.2014947039854897
44,1.205708613201377
45,1.2099061590895903
46,1.214087345046957
47,1.218252172477065
48,1.2224006214107632
49,1.2265409056804026
50,1.2306648227511565
51,1.2347723806117894
52,1.238871756922775
53,1.242954770126802
54,1.247021413831898
55,1.2510798956857525
56,1.2551219986422164
57,1.259155926249348
58,1.2631734906399892
59,1.2671746906898966
60,1.2711677173752305
61,1.2751443781592084
62,1.279112856771224
63,1.283064971038784
64,1.2870089066781054
65,1.290936483079074
66,1.2948558769513547
67,1.298758908408933
68,1.3026537474423328
69,1.3065404212385678
70,1.3104107224296198
71,1.3142728484331803
72,1.318118609165513
73,1.3219561890547857
74,1.325785589110738
75,1.3295986221582896
76,1.3334034814133202
77,1.3372001541451999
78,1.3409804638803815
79,1.3447525963932443
80,1.3485165398971872
81,1.3522641294424316
82,1.3560035393828778
83,1.3597347592152722
84,1.363457802678807
85,1.3671644784481303
86,1.3708629753069206
87,1.3745533007262447
88,1.3782354309982032
89,1.3819093918121685
90,1.3855669790587897
91,1.3892163886279605
92,1.39285761464112
93,1.396490664997936
94,1.4001155289972673
95,1.4037240410428966
96,1.4073243553375425
97,1.4109164975419164
98,1.414500454177463
99,1.4180762349425544
100,1.4216438285771003
101,1.4252032422925427
102,1.4287544775917018
103,1.43229751983928
104,1.4358323947261817
105,1.4393590851402405
106,1.4428694095019632
107,1.4463715493039584
108,1.449865507162003
109,1.4533512868226919
110,1.4568288930282447
111,1.4602983104819824
112,1.4637595484618522
113,1.467212601825419
114,1.470657475397099
115,1.4740941678723527
116,1.4775226734680826
117,1.4809430117260158
118,1.4843551519661502
119,1.4877591120970217
120,1.4911548951422546
121,1.4945506788322718
122,1.4979382783974737
123,1.5013177026683042
124,1.5046889399502803
125,1.5080519951875235
126,1.5114068717750357
127,1.51475356511077
128,1.5180920763960508
129,1.5214224064291184
130,1.524744553629016
131,1.5280585178441894
132,1.5313724884959847
133,1.5346782750705537
134,1.5379758802770318
135,1.5412652977085477
136,1.5445465380520829
137,1.5478195977839493
138,1.551084471577183
139,1.554349349588457
140,1.5576060394767774
141,1.5608545560046962
142,1.564094882925155
143,1.5673270350914512
144,1.5705510052420846
145,1.573774972838781
146,1.5769907553737936
147,1.5801983511649198
148,1.5833977866201507
149,1.5865890162567629
150,1.589780261817023
151,1.5929633221883026
152,1.5961382004946185
153,1.5993048975969182
154,1.6024715872242203
155,1.6056301110386337
156,1.6087804295741086
157,1.6119225886771096
158,1.6150565495716507
159,1.618190516763832
160,1.62131630444286
161,1.6244339099524847
162,1.627551513232068
163,1.6306609332651951
164,1.6337621851083375
165,1.6368552238934013
166,1.6399482915016697
167,1.643033163973388
