,235
0,0.9999999507477325
1,1.0069431238050537
2,1.010901311859863
3,1.014844988625486
4,1.018774130537911
5,1.0226887622280283
6,1.0265888681843804
7,1.030474451143783
8,1.034345506586842
9,1.038202050255248
10,1.042044053590452
11,1.0458715444725462
12,1.0496845176086802
13,1.0534829590718358
14,1.0572668862821457
15,1.0610362762782477
16,1.0647911532387198
17,1.068531507642308
18,1.0722646032174132
19,1.075983172055254
20,1.079687216726821
21,1.0833767444778204
22,1.0870590059475917
23,1.090726740047051
24,1.0943799539919536
25,1.0980186455132024
26,1.101650078219566
27,1.105266982518877
28,1.1088693713585887
29,1.112464483251103
30,1.116045082968317
31,1.1196184213803193
32,1.1231772402922604
33,1.1267287872446838
34,1.130265821140744
35,1.1337883198576952
36,1.137303565324444
37,1.1408042844043853
38,1.1442977431735335
39,1.147783943355735
40,1.1512556106648213
41,1.1547200291425512
42,1.1581699144024054
43,1.161612538491924
44,1.1650406391851356
45,1.1684614828219664
46,1.1718750691881565
47,1.1752741159643718
48,1.1786659106647166
49,1.1820504394882954
50,1.1854204479693473
51,1.1887831908584194
52,1.1921386840050783
53,1.1954796368199465
54,1.1988133307601545
55,1.2021397752663074
56,1.2054516850100463
57,1.208756335219503
58,1.2120537227140806
59,1.215343847276394
60,1.218619455419356
61,1.2218877887324922
62,1.2251488733036597
63,1.2284026850447705
64,1.2316492456582904
65,1.2348812754317005
66,1.238106047267102
67,1.2413235479211324
68,1.2445337978463347
69,1.2477367857932204
70,1.2509325018881925
71,1.2541209593350695
72,1.2573021570413088
73,1.260468835216245
74,1.2636282424208214
75,1.2667803936539277
76,1.269925272717038
77,1.2730629011160113
78,1.276193263643763
79,1.279316364194823
80,1.282432206884473
81,1.2855407785092625
82,1.2886420817290989
83,1.2917361484619532
84,1.2948229390979937
85,1.2979024629858804
86,1.300974730474048
87,1.3040397360930438
88,1.3070974759872385
89,1.3101479490645278
90,1.3131911786413029
91,1.3162271307760376
92,1.3192558281986229
93,1.322277252560807
94,1.3252914198132328
95,1.3282983243906465
96,1.3312979710694663
97,1.3342903501182264
98,1.337275480009036
99,1.3402533271789476
100,1.3432239232842635
101,1.3461872571038083
102,1.349150589007049
103,1.3521066590350939
104,1.3550554867805402
105,1.357997009867796
106,1.3609313087683574
107,1.3638583219289406
108,1.3667780822998628
109,1.3696905783126205
110,1.372603075848271
111,1.37550831384728
112,1.3784062838592168
113,1.3812969897875067
114,1.3841804410425782
115,1.3870566336873602
116,1.3899328153369006
117,1.3928017378493718
118,1.395663402664889
119,1.3985177967174065
120,1.4013649251092912
121,1.4042120817710784
122,1.407051952261026
123,1.4098845601101695
124,1.4127099069886178
125,1.4155279940873635
126,1.4183460821240141
127,1.421156910790447
128,1.423960460630886
129,1.4267567670633097
130,1.4295530678964676
131,1.4323421090766388
132,1.435123882038679
133,1.437898396894385
134,1.4406729106259
135,1.4434401653802262
136,1.4462001471993753
137,1.4489528742777573
138,1.4517055972524104
139,1.45445106703249
140,1.4571892638669581
141,1.459927466404909
