,137
0,-0.27759686301426034
1,-0.16137203121856455
2,0.4881222313454706
3,0.3581274086475081
4,0.05995888404945784
5,0.6771194322223001
6,-0.4656981536678266
7,0.5833899465419489
8,-0.7914913721094833
9,0.16012676905719864
10,-0.7791126515642806
11,-0.37384382347661804
12,-0.45368122885968054
13,-0.7971475633525398
14,0.05326066884695486
15,-0.9658547430268628
16,0.5718707404138079
17,-0.8384395115004617
18,0.9532848164678406
19,-0.46426731587112924
20,1.1027750572967798
21,0.0483230024315801
22,0.9932174533228507
23,0.5710434214069232
24,0.6578926955471159
25,0.9868341637553161
26,0.17398190360908564
27,1.212608146459803
28,-0.35988352177763194
29,1.2104299842242028
30,-0.8450639087428022
31,0.9871681644602301
32,-1.1991320285744456
33,0.5871071789484986
34,-1.3674853156410918
35,0.0805025974754476
36,-1.3288041883243327
37,-0.45247585745213137
38,-1.0936124004420416
39,-0.9318422620252683
40,-0.699275056323929
41,-1.2919724430856123
42,-0.20212125020479088
43,-1.4870003620809917
44,0.3318561278989779
45,-1.4952340699431574
46,0.8361634454641744
47,-1.3192857670376614
48,1.251665535574274
49,-0.9832989213246915
50,1.5321819052100232
51,-0.528911936172386
52,1.6495518608428545
53,-0.00807275035618479
54,1.5941078887119147
55,0.523155611635161
56,1.374428630656543
57,1.009727427123304
58,1.0147852437556244
59,1.4044801215787115
60,0.5513241686425185
61,1.6710014156184112
62,0.029807951806880322
63,1.785790264308591
64,-0.5021888732092864
65,1.741103952226486
66,-0.9983798488165402
67,1.5429338388858784
68,-1.4165677332450515
69,1.2101771836288513
70,-1.7228615037162216
71,0.7724565050700527
72,-1.894212078978996
73,0.2659440711149195
74,-1.9185716766040277
75,-0.2674607311324085
76,-1.796250556657071
77,-0.7871505008031618
78,-1.5377699011063894
79,-1.2550566981222855
80,-1.164129973179858
81,-1.6365773760074653
82,-0.7028839592927557
83,-1.906109224303128
84,-0.18728113702172647
85,-2.045955818075486
86,0.3467479457492129
87,-2.0480350153443982
88,0.8642249767225902
89,-1.9135249873227134
90,1.3304183254187567
91,-1.6529139942603897
92,1.716863636222198
93,-1.2838373048265337
94,1.9999753141889127
95,-0.8304798095000965
96,2.1633079252942733
97,-0.3215973474062648
98,2.1982447252468558
99,0.21150652638487658
100,2.104143816835295
101,0.7370314310088345
102,1.8874018081024622
103,1.2255915655220653
104,1.5611493614056888
105,1.6495383577883902
106,1.1453999513567046
107,1.9849142655926086
108,0.663071867014197
109,2.214916726166723
110,0.1407231175854976
111,2.3279656121915977
112,-0.393604880074973
113,2.319051345385853
114,-0.9119595994194922
115,2.1897306349686962
116,-1.387954267271276
117,1.9477650973634884
118,-1.798910180470695
119,1.605578587962787
120,-2.1240153492650586
121,1.1816026284963959
122,-2.3487584595179296
123,0.6962257884441878
124,-2.462651037925404
125,0.17433037592890877
126,-2.4614968549353993
127,-0.3602647164020484
128,-2.3459748619275103
129,-0.8825714450659146
130,-2.122705018645016
131,-1.3675700041308014
132,-1.8022939252438357
133,-1.7948478660771432
134,-1.3996295765485636
135,-2.1457881383834745
136,-0.9329327051079936
137,-2.4055412542230554
138,-0.42283241905032765
139,-2.563553797299728
140,0.10862170440682681
141,-2.613879545000705
142,0.6402505398169451
143,-2.554994462796953
144,1.1487045272195266
145,-2.3899977532568024
146,1.6133739473938626
147,-2.1265599379905327
148,2.016837629537174
149,-1.7752094807701553
150,2.3423542404449105
151,-1.351315002549481
152,2.5778740715152835
153,-0.8722401873554142
154,2.715394705678252
155,-0.3557338904173033
156,2.749894585170371
157,0.1782649417628852
158,2.680670917547789
159,0.708053860327664
160,2.510863783452736
